469, 166.907880386
740, 205.825506546
538, 192.099384132
24365, 183.957539009
667, 191.132043177
1121, 177.300808373
310, 192.414935545
304, 218.546987661
1788, 176.926006774
38, 205.332672683
590, 190.058227374
602, 206.237524798
68, 193.744117349
224, 183.840603442
1205, 188.057775174
1108, 174.290050573
253, 217.728514006
218, 192.890821274
801, 197.592035269
34, 207.8544169
557, 230.209760389
284, 206.596316248
10, 181.206447399
1330, 211.480111701
328, 182.700839831
256, 199.334424022
68, 188.354228319
237, 209.775226887
286, 189.228357987
380, 198.553809252
51, 214.008102444
154, 194.801139633
61, 203.058093097
149, 188.582797469
6, 205.946566679
37, 232.720328334
719, 229.418179027
37, 199.656668984
519, 202.840155639
1697, 211.250074534
43, 197.260897633
206, 198.235732815
37, 192.7299906
487, 175.762929078
552, 244.3490171
470, 180.541020155
12, 210.350077976
250, 216.723943804
211, 230.169778926
247, 197.098627853
354, 191.030766872
186, 212.686566181
236, 195.720973942
43, 196.310711535
379, 201.125365026
21, 180.665783385
457, 165.246336683
900, 229.14234873
68, 196.812552664
215, 203.837699919
44, 201.447916638
136, 213.408613944
195, 199.127967404
242, 199.262492293
244, 215.737718008
61, 192.37052599
221, 185.367740008
259, 199.432756174
341, 183.942995872
28, 202.792706088
1432, 199.56884109
506, 220.693988557
338, 193.20855075
309, 193.409710746
72, 223.348163953
303, 178.188298035
151, 223.224248069
70, 204.724542591
604, 206.748498415
235, 203.057071482
515, 218.025037475
280, 181.847054246
914, 197.8895221
337, 217.547973955
212, 201.924629274
254, 212.219871478
213, 195.2873013
1690, 199.309607954
502, 192.507110156
751, 211.802668989
74, 196.192734636
12, 233.827789312
390, 188.411552904
580, 189.203202205
343, 190.978420379
238, 169.657827477
212, 209.156616037
68, 204.407168509
741, 225.692494106
1277, 210.129874245
121, 170.273360752
166, 198.932256035
113, 214.680276555
510, 198.802969521
1534, 214.291060512
168, 210.615004819
1366, 215.007656039
145, 204.712429502
235, 207.629256487
344, 194.986451572
219, 190.82731894
334, 175.628211443
124, 209.170787527
544, 215.589016264
46, 198.341253023
198, 174.796031017
1120, 212.565965725
449, 181.240957721
495, 193.573358381
1099, 242.350423475
225, 222.326097523
662, 205.573951669
1106, 208.620073154
167, 163.95700291
124, 184.106457286
166, 193.916061897
89, 213.755067242
836, 198.860798778
14, 195.609592641
312, 181.022413323
627, 206.528537953
2, 177.814354083
258, 209.306859239
582, 211.533417053
237, 200.928064924
24, 195.80918745
91, 204.873592582
367, 180.205574143
87, 192.066548638
62, 223.882180167
579, 210.606870167
2037, 212.745348472
854, 183.457695929
115, 204.99007507
2199, 204.984287826
725, 198.888240738
720, 195.501496589
4382, 216.000812295
3873, 185.343496841
313, 184.333590641
6917, 198.008301872
9130, 183.697647779
369, 213.214890631
1613, 186.605286726
364, 186.666131862
54, 218.239976996
951, 192.112048392
17, 207.555646923
63, 201.928458528
842, 186.319383894
6, 218.104312068
371, 192.809090611
127, 186.904582846
235, 181.336728352
756, 194.125506026
164, 189.47964007
15, 226.205133093
135, 185.198149369
499, 210.070341425
1092, 193.128981201
1691, 209.540404223
137, 171.982368429
744, 225.295447528
146, 231.231983313
1, 199.075595483
241, 194.403389004
202, 212.091057439
76, 208.022699622
232, 241.581468239
133, 194.65431468
93, 211.674146373
255, 197.193209211
53, 226.74678035
65, 207.372270157
103, 210.032261019
52, 232.41134192
13, 203.268476603
82, 227.705250642
33, 219.006564252
471, 187.546586969
98, 161.039540539
819, 172.135048899
147, 196.070329894
308, 216.818636439
151, 186.921385672
194, 205.779561208
105, 211.479668224
52, 184.726635928
257, 212.105206004
109, 170.276460384
125, 190.845564029
135, 180.949961372
229, 206.400416129
350, 193.658356648
544, 206.362498888
18, 214.097345302
220, 201.135798615
199, 189.387658222
94, 186.809116147
146, 212.096271151
129, 211.537150641
16, 187.718031472
763, 208.34384188
127, 205.648132307
626, 199.67879366
67, 219.538006578
295, 198.459012429
113, 181.126813186
131, 210.994389598
2136, 224.114098838
211, 191.972546043
141, 181.68949903
164, 202.128074683
740, 214.55994417
224, 194.60563459
412, 162.407719832
41, 213.824026541
102, 193.765647355
277, 207.223326137
82, 159.801811644
191, 171.752017118
109, 237.397485583
853, 211.353770904
552, 217.46553523
56, 166.069700082
944, 185.125962055
14, 180.91916858
343, 196.613359263
208, 184.543896676
70, 229.785980106
228, 223.980681064
268, 213.353534763
140, 190.580596695
110, 197.01428928
277, 191.624159161
6, 177.221770524
136, 216.817497793
533, 204.764391005
63, 218.605932444
82, 237.306879377
91, 201.426465816
25, 237.988778
359, 215.926835186
560, 205.699897367
743, 194.11510826
37, 213.358683558
79, 198.165093614
280, 182.765819858
615, 199.63552028
1014, 214.878050463
36, 209.794758202
302, 208.05551204
620, 211.107130811
182, 195.955929477
182, 190.244929477
445, 209.099427094
76, 184.051673418
521, 198.0845895
192, 195.626407044
345, 205.509879454
265, 207.809792825
469, 213.363930986
356, 182.754798238
65, 192.290989133
862, 197.985995818
901, 180.477004301
41, 218.001004735
1494, 205.441483294
664, 218.066601993
75, 212.508559071
421, 212.624624342
1792, 178.584157821
22, 207.763575002
293, 193.545304874
394, 197.991341653
2509, 207.295428433
209, 203.381979827
1668, 201.439725025
917, 190.935734175
248, 217.140558825
1401, 189.023888642
135, 220.534496959
247, 182.07102426
541, 212.782777686
1211, 189.917246903
85, 177.206126112
1058, 197.915068978
442, 187.858710279
1479, 187.26929963
225, 204.480339199
641, 193.402141778
2855, 190.331426419
731, 190.283208259
1217, 197.533202699
362, 225.196942294
1527, 196.322069382
6933, 187.437852435
1662, 205.783451852
6203, 202.824685784
14213, 195.565828022
926, 174.107241423
236, 216.793211056
380, 190.534134042
410, 196.681087926
91, 191.56891018
37, 177.876233645
1352, 223.380202082
464, 183.305625455
458, 196.792636554
14, 190.062599049
676, 191.675311651
318, 209.328699233
51, 204.677463375
448, 201.333625944
37, 213.806001085
457, 196.430931596
426, 218.908834964
260, 188.510732473
378, 180.844805551
454, 183.715505128
665, 193.08200747
379, 189.782863172
218, 203.039442413
46, 201.719052684
134, 224.068619087
183, 192.217201595
271, 214.139168571
410, 229.6446187
235, 170.241718294
692, 188.606808608
72, 189.397663998
127, 191.801217485
2346, 215.117277257
132, 169.790438077
248, 187.997445717
1025, 191.472909912
87, 203.664410738
727, 210.360409515
352, 208.012987767
861, 190.929860009
113, 192.842371825
962, 215.764927649
288, 206.229699797
280, 203.4848021
131, 194.808549856
315, 190.91477902
429, 208.107660337
175, 188.183984784
1696, 224.76467401
203, 198.155502173
662, 204.872700309
393, 205.345930876
113, 194.778582678
1384, 174.707739057
916, 218.11622507
771, 173.470976237
467, 182.312765456
11, 191.843341263
188, 213.057179042
1227, 187.440431969
1317, 209.802042808
103, 169.913148935
1234, 213.30775162
819, 179.397321033
100, 229.886366783
1538, 201.966485494
1235, 219.150183264
377, 186.576567992
174, 247.651336506
212, 211.935269772
425, 191.514376988
800, 210.83289659
1031, 226.21811492
1314, 200.199349569
346, 202.497494085
366, 225.638325481
334, 220.896700657
5396, 213.66905046
68, 197.409620778
342, 205.380640356
635, 207.432922753
55, 212.993302368
48, 213.44167053
57, 202.133970636
639, 197.310219731
125, 226.528880332
1281, 189.240915821
1633, 183.491988395
5874, 219.218421707
968, 250.916643115
799, 209.933124239
9719, 176.574496705
273, 211.790779788
14897, 202.20310901
4805, 198.417594068
620, 202.781408626
2957, 203.192673947
3641, 222.126011322
184, 171.289906219
469, 206.53080834
241, 210.929375896
553, 186.233535855
2461, 199.615076105
610, 187.778127327
272, 207.954545597
286, 201.518220184
438, 226.615964479
363, 194.612607195
66, 193.829722948
202, 202.137249782
824, 196.743670135
4378, 208.296152852
1043, 203.467760003
219, 194.878354341
2270, 183.371514119
1334, 200.488461227
939, 172.50943738
56, 188.790764379
948, 214.188046619
277, 224.615364002
258, 216.6532605
1649, 179.536277246
1290, 199.649844459
1037, 212.177942354
2967, 180.813238507
1383, 195.24628446
97, 203.365304837
1206, 224.556114363
1293, 177.931495842
418, 243.60236755
602, 204.982025672
828, 177.54378692
1760, 187.589234404
713, 218.916505942
432, 217.665056551
1330, 199.222290818
403, 223.107463174
3122, 207.093355629
72, 191.821802262
2512, 204.57741485
253, 210.792139777
1159, 207.697851031
1956, 191.80716198
1319, 189.834835883
17300, 232.192477823
269, 169.235639685
11940, 195.576169754
2205, 181.449463495
1735, 206.877071734
2263, 197.159312875
3162, 200.999247857
34, 200.046128595
17, 187.422264551
1195, 148.517413962
767, 199.444776006
555, 201.686600286
955, 193.058021685
962, 196.048143083
460, 226.406253161
3157, 221.453963178
680, 189.543213511
1513, 177.238551182
65, 210.828109251
234, 186.137107541
214, 206.586206852
61, 173.374705122
6, 160.409863689
235, 199.234118124
185, 195.609136505
446, 180.40816072
1227, 175.643755768
3451, 179.705502766
2703, 168.348249916
46, 199.066345623
